id,company,gender,salary,position_level,performance_score,work_hours_per_week,experience_years,has_certifications,promoted
36096,1,0,81000.0,2,2.0,50.0,26.0,False,True
36097,4,1,80000.0,1,6.0,47.0,13.0,False,True
36098,1,1,70000.0,1,3.0,40.0,13.0,True,True
36099,4,0,71000.0,0,5.0,25.0,10.0,True,True
36100,1,0,67000.0,0,5.0,24.0,5.0,False,True
36101,1,1,73000.0,0,4.0,26.0,0.0,True,True
36103,3,0,81000.0,2,5.0,33.0,3.0,True,True
36104,2,1,87000.0,2,9.0,36.0,3.0,False,True
36105,2,0,73000.0,2,5.0,50.0,3.0,False,True
36106,0,1,85000.0,0,9.0,33.0,18.0,False,True
36107,2,1,78000.0,1,2.0,41.0,20.0,False,True
36108,0,1,102000.0,2,8.0,51.0,32.0,True,True
36109,1,0,74000.0,0,9.0,42.0,3.0,False,True
36110,3,1,78000.0,0,9.0,45.0,8.0,False,True
36111,4,1,90000.0,1,6.0,46.0,21.0,False,True
36112,2,0,83000.0,1,8.0,51.0,1.0,True,True
36114,1,0,72000.0,0,9.0,44.0,0.0,False,True
36115,0,1,87000.0,0,9.0,53.0,16.0,True,True
36116,2,0,74000.0,1,4.0,42.0,4.0,True,True
36118,0,0,89000.0,2,10.0,49.0,0.0,True,True
36119,1,0,80000.0,1,8.0,28.0,4.0,True,True
36120,2,1,85000.0,1,10.0,40.0,13.0,False,True
36121,3,1,93000.0,2,9.0,29.0,1.0,True,True
36123,2,1,84000.0,1,2.0,51.0,29.0,True,True
36124,1,1,0.0,2,4.0,47.0,19.0,True,True
36125,2,1,69000.0,0,1.0,34.0,11.0,False,True
36126,1,1,69000.0,0,4.0,33.0,5.0,False,True
36128,1,1,70000.0,0,2.0,29.0,7.0,True,True
36129,3,0,68000.0,1,4.0,55.0,9.0,False,True
36130,4,1,94000.0,0,10.0,51.0,-18.0,True,True
36131,3,1,72000.0,1,2.0,59.0,19.0,True,True
36133,2,1,68000.0,1,1.0,57.0,1.0,False,True
36135,3,0,61000.0,0,3.0,41.0,4.0,False,True
36136,1,1,76000.0,1,1.0,21.0,22.0,True,True
36137,4,0,83000.0,0,10.0,56.0,2.0,True,True
36138,3,1,0.0,0,5.0,55.0,0.0,True,True
36139,2,0,77000.0,1,7.0,43.0,7.0,True,True
36140,0,1,73000.0,1,1.0,40.0,26.0,False,True
36141,1,1,60000.0,0,1.0,23.0,6.0,True,True
36142,4,0,81000.0,2,7.0,57.0,0.0,False,True
36143,3,0,76000.0,0,8.0,36.0,8.0,True,True
36144,4,0,67000.0,2,2.0,24.0,0.0,False,True
36145,4,1,68000.0,2,2.0,55.0,0.0,False,True
36146,4,0,83000.0,1,5.0,37.0,-33.0,False,True
36147,2,0,70000.0,2,1.0,20.0,3.0,False,True
36148,2,1,85000.0,0,9.0,43.0,9.0,False,True
36149,3,1,0.0,1,7.0,57.0,0.0,True,True
36150,0,0,0.0,0,8.0,39.0,13.0,True,True
36151,3,1,75000.0,2,3.0,46.0,-2.0,True,True
36153,1,1,78000.0,1,4.0,53.0,6.0,True,True
36155,3,1,89000.0,1,1.0,30.0,37.0,True,True
36156,3,0,77000.0,0,7.0,31.0,1.0,True,True
36157,0,0,66000.0,2,3.0,55.0,7.0,False,True
36158,0,0,74000.0,1,8.0,27.0,2.0,False,True
36159,2,0,73000.0,0,6.0,24.0,2.0,False,True
36161,0,0,69000.0,1,6.0,21.0,0.0,False,True
36162,4,0,71000.0,1,5.0,38.0,8.0,True,True
36163,3,1,61000.0,0,1.0,48.0,1.0,True,True
36165,4,0,83000.0,0,10.0,29.0,13.0,False,True
36166,1,0,81000.0,1,9.0,30.0,3.0,False,True
36168,1,0,76000.0,1,8.0,50.0,3.0,False,True
36169,0,0,79000.0,1,10.0,35.0,6.0,False,True
36170,3,1,71000.0,0,6.0,22.0,6.0,False,True
36172,2,1,73000.0,2,1.0,37.0,13.0,True,True
36173,3,0,78000.0,1,10.0,57.0,0.0,False,True
36174,2,1,70000.0,2,1.0,58.0,0.0,True,True
36175,2,1,96000.0,2,4.0,42.0,-36.0,False,True
36176,1,0,74000.0,1,4.0,26.0,8.0,True,True
36177,3,1,82000.0,2,6.0,33.0,2.0,False,True
36178,4,1,96000.0,2,10.0,36.0,14.0,False,True
36180,2,0,76000.0,2,3.0,47.0,15.0,True,True
36181,2,1,76000.0,0,7.0,26.0,8.0,True,True
36182,1,0,91000.0,2,8.0,49.0,28.0,False,True
36183,0,1,112000.0,0,10.0,46.0,45.0,False,True
36184,1,1,91000.0,2,8.0,44.0,5.0,True,True
36185,2,1,77000.0,1,5.0,46.0,2.0,False,True
36187,1,0,80000.0,0,9.0,59.0,1.0,True,True
36188,3,1,75000.0,0,4.0,22.0,17.0,True,True
36189,4,1,92000.0,1,6.0,21.0,26.0,True,True
36190,3,0,0.0,2,10.0,53.0,19.0,False,True
36191,1,0,95000.0,1,9.0,25.0,30.0,True,True
36192,3,1,87000.0,1,9.0,32.0,0.0,True,True
36193,0,1,79000.0,1,5.0,45.0,1.0,False,True
36195,3,1,0.0,1,6.0,37.0,4.0,True,True
36196,4,0,93000.0,2,9.0,49.0,15.0,True,True
36198,1,0,68000.0,2,3.0,35.0,6.0,True,True
36199,3,0,94000.0,2,9.0,39.0,18.0,False,True
36200,0,1,85000.0,0,9.0,28.0,21.0,False,True
36201,2,1,87000.0,2,8.0,46.0,2.0,False,True
36202,3,0,84000.0,2,8.0,39.0,2.0,True,True
36203,1,1,91000.0,2,8.0,37.0,12.0,False,True
36204,0,0,71000.0,2,4.0,35.0,8.0,True,True
36206,4,1,84000.0,0,7.0,20.0,-11.0,True,True
36208,2,0,71000.0,1,6.0,47.0,5.0,False,True
36209,4,0,78000.0,2,3.0,41.0,9.0,True,True
36211,4,1,81000.0,1,6.0,23.0,5.0,True,True
36212,3,1,97000.0,0,10.0,33.0,28.0,False,True
36214,0,1,77000.0,1,4.0,55.0,1.0,True,True
36215,3,1,83000.0,0,6.0,49.0,31.0,False,True
36216,4,1,93000.0,2,9.0,60.0,3.0,True,True
36217,4,1,89000.0,0,10.0,53.0,9.0,True,True
36219,1,0,74000.0,2,5.0,29.0,5.0,True,True
36221,4,1,81000.0,2,6.0,31.0,15.0,False,True
36222,4,0,78000.0,2,3.0,56.0,-13.0,False,True
36223,1,1,93000.0,1,10.0,23.0,17.0,False,True
36224,1,0,75000.0,2,3.0,30.0,8.0,False,True
36225,4,0,83000.0,1,6.0,20.0,28.0,True,True
36226,1,0,72000.0,2,2.0,38.0,1.0,True,True
36227,0,1,76000.0,1,2.0,34.0,15.0,True,True
36228,3,0,83000.0,2,8.0,45.0,9.0,False,True
36229,4,1,96000.0,2,5.0,52.0,35.0,True,True
36230,3,1,66000.0,0,2.0,23.0,14.0,False,True
36231,4,1,76000.0,2,5.0,50.0,9.0,False,True
36232,4,1,92000.0,0,9.0,58.0,21.0,False,True
36233,3,0,64000.0,1,2.0,29.0,0.0,False,True
36234,2,0,76000.0,1,7.0,55.0,1.0,True,True
36235,1,1,94000.0,2,7.0,59.0,20.0,False,True
36236,3,0,74000.0,2,3.0,25.0,4.0,True,True
36237,3,0,72000.0,0,5.0,29.0,-4.0,True,True
36238,4,0,77000.0,1,6.0,47.0,2.0,True,True
36239,4,1,86000.0,2,7.0,20.0,4.0,False,True
36240,2,0,94000.0,2,10.0,21.0,23.0,False,True
36241,0,1,90000.0,1,9.0,52.0,26.0,True,True
36242,4,0,61000.0,0,2.0,33.0,4.0,False,True
36243,0,1,81000.0,2,4.0,28.0,2.0,True,True
36244,1,0,71000.0,1,4.0,32.0,3.0,False,True
36245,2,1,68000.0,0,2.0,60.0,20.0,True,True
36246,0,1,80000.0,0,10.0,30.0,11.0,True,True
36248,2,0,73000.0,1,6.0,24.0,11.0,False,True
36249,0,0,74000.0,1,5.0,46.0,19.0,True,True
36250,0,1,73000.0,1,4.0,36.0,0.0,True,True
36251,2,1,80000.0,0,9.0,40.0,9.0,False,True
36252,1,1,78000.0,1,8.0,56.0,1.0,True,True
36253,4,1,77000.0,2,1.0,33.0,10.0,True,True
36254,3,0,0.0,0,3.0,23.0,22.0,False,True
36255,3,0,73000.0,0,6.0,25.0,14.0,True,True
36256,4,0,89000.0,2,3.0,53.0,31.0,True,True
36257,0,0,86000.0,1,8.0,47.0,27.0,True,True
36259,0,0,83000.0,2,9.0,37.0,3.0,False,True
36260,4,1,90000.0,1,8.0,39.0,9.0,True,True
36261,4,0,72000.0,0,8.0,33.0,4.0,False,True
36262,2,1,72000.0,1,3.0,60.0,7.0,False,True
36263,1,1,68000.0,0,4.0,53.0,10.0,True,True
36264,3,1,75000.0,0,3.0,50.0,21.0,False,True
36265,4,1,73000.0,1,5.0,33.0,0.0,True,True
36266,3,0,93000.0,0,9.0,37.0,32.0,True,True
36267,2,1,88000.0,0,10.0,38.0,24.0,True,True
36268,1,0,81000.0,1,10.0,39.0,0.0,False,True
36270,0,1,0.0,1,7.0,57.0,0.0,True,True
36271,2,1,81000.0,0,7.0,40.0,7.0,True,True
36272,3,1,80000.0,1,2.0,50.0,21.0,False,True
36273,2,0,76000.0,1,1.0,56.0,23.0,True,True
36274,4,0,65000.0,0,4.0,60.0,3.0,False,True
36275,0,1,81000.0,0,5.0,50.0,18.0,True,True
36276,1,1,89000.0,2,8.0,42.0,-19.0,False,True
36277,3,1,73000.0,0,4.0,41.0,14.0,False,True
36278,4,1,70000.0,0,3.0,31.0,0.0,False,True
36279,2,0,80000.0,2,8.0,49.0,5.0,True,True
36280,3,1,105000.0,0,10.0,36.0,37.0,True,True
36281,3,0,72000.0,2,2.0,41.0,8.0,False,True
36282,0,1,82000.0,1,7.0,36.0,-1.0,True,True
36283,3,1,103000.0,1,8.0,33.0,41.0,True,True
36284,3,1,80000.0,2,7.0,36.0,0.0,False,True
36285,0,0,82000.0,2,9.0,42.0,10.0,False,True
36287,0,0,63000.0,0,1.0,27.0,6.0,False,True
36288,4,0,63000.0,0,2.0,24.0,5.0,True,True
36289,2,0,74000.0,1,2.0,54.0,18.0,True,True
36290,3,0,83000.0,1,10.0,43.0,2.0,False,True
36291,4,0,72000.0,0,5.0,34.0,9.0,True,True
36292,4,1,0.0,1,9.0,49.0,0.0,True,True
36293,1,1,70000.0,1,2.0,47.0,12.0,True,True
36294,2,0,83000.0,0,10.0,35.0,16.0,False,True
36295,0,0,66000.0,2,2.0,55.0,3.0,True,True
36296,2,0,76000.0,0,6.0,57.0,4.0,True,True
36297,4,0,84000.0,1,6.0,48.0,19.0,True,True
36298,0,0,80000.0,1,6.0,43.0,17.0,True,True
36299,3,1,70000.0,2,2.0,36.0,9.0,True,True
36300,3,1,98000.0,0,9.0,48.0,37.0,True,True
36301,3,0,73000.0,0,1.0,26.0,25.0,False,True
36302,4,0,86000.0,0,8.0,31.0,29.0,True,True
36305,1,1,85000.0,2,9.0,25.0,3.0,False,True
36306,3,1,99000.0,2,5.0,40.0,32.0,True,True
36307,1,0,61000.0,1,1.0,30.0,-6.0,True,True
36308,0,0,74000.0,2,3.0,54.0,8.0,True,True
36309,3,1,76000.0,0,5.0,43.0,5.0,False,True
36311,3,0,84000.0,1,10.0,30.0,-14.0,True,True
36312,0,1,82000.0,0,8.0,38.0,10.0,False,True
36313,3,1,85000.0,2,7.0,49.0,1.0,True,True
36314,0,0,89000.0,0,8.0,54.0,34.0,True,True
36315,0,1,0.0,0,3.0,31.0,10.0,False,True
36316,2,1,69000.0,1,1.0,30.0,19.0,False,True
36317,1,1,77000.0,0,2.0,34.0,25.0,False,True
36318,3,1,96000.0,2,10.0,41.0,13.0,False,True
36319,0,0,71000.0,0,6.0,22.0,7.0,False,True
36320,1,1,85000.0,2,4.0,44.0,25.0,True,True
36321,4,0,0.0,0,8.0,37.0,3.0,False,True
36322,2,0,65000.0,0,1.0,60.0,8.0,True,True
36324,1,1,83000.0,2,7.0,30.0,1.0,True,True
36325,2,1,73000.0,0,6.0,60.0,9.0,False,True
36326,1,1,86000.0,2,8.0,22.0,11.0,True,True
36327,4,1,71000.0,2,2.0,59.0,3.0,False,True
36328,1,0,78000.0,1,9.0,22.0,0.0,False,True
36329,1,1,87000.0,2,8.0,30.0,5.0,True,True
36330,1,0,0.0,2,4.0,45.0,11.0,False,True
36331,0,1,73000.0,0,4.0,28.0,2.0,False,True
36332,0,0,80000.0,1,7.0,21.0,0.0,True,True
36333,0,1,75000.0,1,4.0,50.0,4.0,False,True
36334,0,1,86000.0,1,5.0,53.0,24.0,False,True
36335,4,0,0.0,0,8.0,39.0,36.0,True,True
36336,1,1,93000.0,0,9.0,52.0,24.0,True,True
36337,0,1,83000.0,2,5.0,31.0,7.0,False,True
36338,0,0,69000.0,1,3.0,50.0,3.0,False,True
36339,4,0,65000.0,1,1.0,36.0,10.0,False,True
36340,0,0,102000.0,1,5.0,47.0,47.0,True,True
36341,0,0,81000.0,1,8.0,40.0,13.0,True,True
36342,4,1,78000.0,1,2.0,32.0,15.0,False,True
36343,0,0,84000.0,2,10.0,38.0,6.0,False,True
36344,0,0,70000.0,0,2.0,58.0,15.0,True,True
36345,2,0,73000.0,2,5.0,40.0,8.0,False,True
36346,0,1,73000.0,0,5.0,20.0,2.0,False,True
36347,3,1,79000.0,2,4.0,23.0,11.0,False,True
36348,0,0,79000.0,2,8.0,59.0,0.0,True,True
36349,2,1,82000.0,1,7.0,47.0,2.0,True,True
36350,4,1,71000.0,0,2.0,26.0,12.0,False,True
36351,3,1,86000.0,0,7.0,22.0,23.0,False,True
36352,3,1,80000.0,2,4.0,25.0,9.0,False,True
36353,3,1,89000.0,2,10.0,35.0,2.0,False,True
36354,2,1,78000.0,0,8.0,44.0,1.0,False,True
36355,1,1,77000.0,0,3.0,44.0,25.0,False,True
36356,2,1,81000.0,2,7.0,21.0,1.0,False,True
36357,0,1,89000.0,2,10.0,40.0,11.0,False,True
36358,0,0,70000.0,0,2.0,58.0,18.0,True,True
36359,1,0,80000.0,2,6.0,28.0,2.0,False,True
36360,4,1,83000.0,2,6.0,44.0,2.0,False,True
36361,0,1,78000.0,2,2.0,47.0,27.0,False,True
36362,4,1,68000.0,0,1.0,53.0,8.0,False,True
36363,1,1,90000.0,1,1.0,39.0,37.0,True,True
36364,2,1,103000.0,2,8.0,60.0,31.0,True,True
36365,2,0,65000.0,0,3.0,58.0,11.0,False,True
36366,1,0,81000.0,1,9.0,32.0,2.0,True,True
36367,0,1,99000.0,2,9.0,22.0,20.0,True,True
36368,3,0,62000.0,0,2.0,52.0,13.0,True,True
36369,1,1,77000.0,1,3.0,42.0,14.0,True,True
36370,0,0,81000.0,1,10.0,49.0,0.0,True,True
36371,4,1,81000.0,1,4.0,42.0,26.0,False,True
36372,0,0,83000.0,1,3.0,48.0,35.0,False,True
36373,0,1,72000.0,0,2.0,30.0,23.0,True,True
36374,1,0,75000.0,1,9.0,60.0,2.0,False,True
36375,0,0,0.0,2,6.0,29.0,6.0,False,True
36376,1,0,74000.0,1,4.0,38.0,6.0,True,True
36377,3,0,78000.0,0,9.0,39.0,0.0,True,True
36378,4,1,77000.0,1,6.0,47.0,2.0,True,True
36379,0,0,76000.0,2,3.0,56.0,3.0,True,True
36380,3,1,69000.0,0,5.0,38.0,0.0,True,True
36381,1,1,78000.0,0,4.0,52.0,17.0,True,True
36382,1,1,85000.0,2,8.0,42.0,0.0,False,True
36383,2,1,101000.0,1,7.0,29.0,34.0,True,True
36384,4,0,0.0,1,3.0,34.0,11.0,True,True
36385,2,0,73000.0,1,7.0,22.0,3.0,True,True
36387,1,0,0.0,2,7.0,25.0,21.0,False,True
36388,4,0,74000.0,0,7.0,57.0,2.0,False,True
36389,1,0,83000.0,2,10.0,36.0,3.0,True,True
36390,2,0,90000.0,1,10.0,46.0,17.0,False,True
36391,2,0,92000.0,2,8.0,47.0,24.0,True,True
36392,0,0,73000.0,0,4.0,36.0,17.0,False,True
36393,3,1,70000.0,0,2.0,36.0,9.0,False,True
36394,4,1,78000.0,1,3.0,36.0,16.0,False,True
36395,2,0,69000.0,0,5.0,25.0,12.0,False,True
36396,2,0,80000.0,2,5.0,58.0,1.0,True,True
36397,4,1,103000.0,2,8.0,53.0,31.0,False,True
36398,1,0,70000.0,1,4.0,58.0,9.0,True,True
36399,2,1,86000.0,1,8.0,20.0,16.0,True,True
36400,1,1,89000.0,2,8.0,38.0,19.0,True,True
36401,2,0,77000.0,0,8.0,21.0,3.0,True,True
36402,4,1,92000.0,2,9.0,42.0,14.0,True,True
36403,2,0,69000.0,2,1.0,33.0,3.0,False,True
36404,2,1,72000.0,1,4.0,20.0,0.0,True,True
36405,1,0,74000.0,1,6.0,20.0,0.0,False,True
36406,1,0,85000.0,1,10.0,58.0,5.0,False,True
36407,0,0,76000.0,1,2.0,24.0,25.0,False,True
36408,3,1,75000.0,0,7.0,43.0,12.0,False,True
36409,2,1,86000.0,1,3.0,49.0,33.0,False,True
36410,4,1,80000.0,0,9.0,55.0,1.0,True,True
36411,1,1,80000.0,2,6.0,45.0,3.0,True,True
36412,1,1,86000.0,1,7.0,54.0,12.0,False,True
36413,2,0,77000.0,0,10.0,55.0,7.0,True,True
36414,3,0,0.0,2,1.0,26.0,2.0,True,True
36415,4,0,85000.0,0,10.0,40.0,14.0,True,True
36416,2,0,69000.0,2,1.0,45.0,19.0,False,True
36417,1,1,82000.0,0,1.0,40.0,39.0,True,True
36418,0,1,77000.0,2,4.0,45.0,-11.0,False,True
36419,3,1,79000.0,2,3.0,31.0,16.0,True,True
36420,3,1,82000.0,2,7.0,35.0,3.0,False,True
36421,4,0,95000.0,2,9.0,56.0,25.0,False,True
36422,3,0,0.0,1,7.0,23.0,17.0,True,True
36423,0,1,63000.0,0,2.0,48.0,0.0,False,True
36424,4,0,84000.0,2,8.0,32.0,-2.0,True,True
36425,2,1,72000.0,1,5.0,38.0,2.0,False,True
36426,0,1,76000.0,2,4.0,34.0,13.0,False,True
36427,2,0,75000.0,2,1.0,58.0,17.0,True,True
36428,0,0,70000.0,2,3.0,47.0,7.0,False,True
36429,2,1,77000.0,2,3.0,56.0,10.0,True,True
36430,4,1,74000.0,0,7.0,53.0,1.0,True,True
36431,0,0,88000.0,2,6.0,48.0,21.0,False,True
36432,0,1,66000.0,2,2.0,39.0,0.0,False,True
36434,4,1,84000.0,1,5.0,35.0,18.0,True,True
36435,1,0,63000.0,0,2.0,27.0,19.0,False,True
36437,2,1,78000.0,2,4.0,56.0,0.0,True,True
36438,1,0,77000.0,0,7.0,60.0,11.0,False,True
36439,0,0,79000.0,1,10.0,37.0,7.0,False,True
36440,2,0,77000.0,1,7.0,33.0,1.0,False,True
36441,0,0,66000.0,1,4.0,53.0,1.0,False,True
36442,3,1,0.0,1,5.0,43.0,0.0,True,True
36443,3,0,81000.0,1,7.0,20.0,7.0,False,True
36444,1,0,61000.0,0,2.0,42.0,11.0,True,True
36445,1,0,88000.0,1,2.0,29.0,41.0,True,True
36446,3,0,73000.0,2,2.0,50.0,8.0,True,True
36448,0,1,100000.0,2,10.0,49.0,22.0,False,True
36449,3,0,73000.0,1,4.0,21.0,5.0,False,True
36450,0,1,86000.0,2,8.0,53.0,1.0,True,True
36451,2,0,82000.0,1,8.0,54.0,17.0,True,True
36452,4,1,80000.0,0,3.0,48.0,28.0,False,True
36454,3,1,71000.0,2,3.0,31.0,3.0,True,True
36455,0,0,73000.0,2,3.0,50.0,0.0,False,True
36456,4,0,78000.0,1,9.0,28.0,2.0,True,True
36457,3,0,85000.0,1,10.0,30.0,3.0,False,True
36459,3,1,80000.0,0,7.0,43.0,1.0,True,True
36460,0,1,91000.0,2,10.0,51.0,0.0,False,True
36461,2,0,70000.0,1,1.0,20.0,29.0,False,True
36462,4,1,69000.0,0,4.0,43.0,10.0,False,True
36463,4,1,78000.0,1,5.0,53.0,3.0,False,True
36464,0,0,68000.0,2,3.0,58.0,1.0,False,True
36465,1,1,77000.0,0,6.0,20.0,9.0,False,True
36466,3,1,79000.0,2,5.0,22.0,2.0,False,True
36467,2,0,71000.0,2,2.0,52.0,-7.0,True,True
36468,2,1,63000.0,0,2.0,44.0,2.0,True,True
36469,3,1,75000.0,0,6.0,55.0,6.0,True,True
36470,2,0,73000.0,2,4.0,58.0,2.0,True,True
36471,3,0,77000.0,1,7.0,43.0,-1.0,False,True
36472,4,1,95000.0,2,10.0,43.0,23.0,False,True
36473,0,0,86000.0,2,9.0,23.0,4.0,False,True
36474,0,1,91000.0,2,4.0,29.0,27.0,True,True
36476,1,0,71000.0,1,1.0,51.0,24.0,False,True
36477,1,1,70000.0,2,2.0,59.0,2.0,True,True
36478,1,1,88000.0,2,10.0,30.0,0.0,True,True
36479,0,1,75000.0,1,7.0,53.0,0.0,True,True
36480,0,0,67000.0,0,2.0,37.0,18.0,True,True
36482,3,0,76000.0,0,10.0,34.0,3.0,True,True
36483,0,0,76000.0,1,6.0,35.0,9.0,False,True
36485,3,1,97000.0,2,10.0,27.0,13.0,True,True
36486,1,0,63000.0,1,2.0,41.0,3.0,True,True
36487,2,0,77000.0,1,5.0,49.0,7.0,True,True
36488,0,1,98000.0,2,7.0,29.0,30.0,False,True
36489,0,0,84000.0,0,5.0,28.0,41.0,False,True
36490,4,0,74000.0,1,6.0,41.0,10.0,True,True
36491,2,0,85000.0,2,8.0,22.0,0.0,False,True
36492,1,1,78000.0,2,3.0,26.0,21.0,False,True
36493,0,0,76000.0,1,6.0,50.0,13.0,False,True
36494,1,0,78000.0,0,6.0,20.0,21.0,False,True
36495,0,1,68000.0,0,1.0,38.0,18.0,True,True
36496,3,0,84000.0,0,4.0,51.0,34.0,True,True
36497,4,0,80000.0,0,6.0,31.0,30.0,False,True
36498,1,0,82000.0,2,8.0,56.0,9.0,False,True
36499,2,0,80000.0,0,10.0,55.0,0.0,True,True
36500,3,1,85000.0,1,8.0,40.0,12.0,False,True
36501,2,0,91000.0,2,10.0,42.0,12.0,True,True
36502,2,0,69000.0,1,5.0,30.0,3.0,True,True
36503,1,1,80000.0,1,5.0,20.0,0.0,True,True
36504,1,1,66000.0,0,3.0,38.0,5.0,False,True
36505,4,1,68000.0,0,4.0,51.0,1.0,True,True
36506,3,0,80000.0,1,8.0,35.0,0.0,True,True
36507,3,1,0.0,1,4.0,55.0,6.0,True,True
36508,4,1,81000.0,1,5.0,29.0,16.0,False,True
36509,3,1,76000.0,2,4.0,49.0,2.0,True,True
36510,1,0,79000.0,2,5.0,58.0,13.0,False,True
36511,1,0,68000.0,1,2.0,24.0,2.0,True,True
36512,1,1,87000.0,2,9.0,55.0,6.0,True,True
36513,2,1,83000.0,1,9.0,24.0,7.0,True,True
36514,3,0,95000.0,1,9.0,32.0,30.0,True,True
36515,2,0,71000.0,0,2.0,58.0,18.0,False,True
36516,2,1,69000.0,1,3.0,48.0,-3.0,False,True
36517,0,0,73000.0,1,6.0,38.0,0.0,False,True
36518,3,0,62000.0,0,3.0,25.0,1.0,True,True
36519,0,1,91000.0,2,9.0,44.0,3.0,True,True
36520,0,1,62000.0,1,1.0,57.0,0.0,False,True
36521,4,0,72000.0,0,5.0,31.0,22.0,True,True
36522,4,0,71000.0,2,4.0,41.0,2.0,True,True
36523,2,1,71000.0,0,4.0,33.0,0.0,False,True
36525,4,1,87000.0,2,8.0,49.0,17.0,False,True
36526,1,0,76000.0,2,6.0,22.0,4.0,False,True
36527,1,1,79000.0,2,4.0,49.0,12.0,True,True
36528,4,0,0.0,0,7.0,46.0,15.0,False,True
36529,0,1,82000.0,0,7.0,23.0,27.0,False,True
36530,4,0,76000.0,1,5.0,38.0,4.0,False,True
36531,1,0,69000.0,2,3.0,37.0,15.0,False,True
36533,4,0,75000.0,1,6.0,45.0,1.0,True,True
36534,3,0,81000.0,2,5.0,48.0,2.0,True,True
36535,2,1,92000.0,2,8.0,58.0,12.0,True,True
36536,0,0,68000.0,0,3.0,27.0,3.0,False,True
36537,1,0,68000.0,0,5.0,41.0,2.0,False,True
36538,3,1,90000.0,1,9.0,22.0,8.0,True,True
36539,4,1,0.0,1,4.0,24.0,0.0,False,True
36541,0,0,85000.0,2,9.0,43.0,3.0,True,True
36544,3,0,82000.0,0,9.0,28.0,19.0,True,True
36545,2,1,76000.0,1,4.0,43.0,1.0,False,True
36547,3,0,69000.0,0,5.0,29.0,0.0,False,True
36548,0,0,76000.0,1,2.0,22.0,21.0,True,True
36549,1,0,104000.0,1,8.0,52.0,44.0,True,True
36550,0,0,71000.0,1,6.0,23.0,10.0,False,True
36551,0,0,87000.0,1,8.0,21.0,21.0,True,True
36552,2,1,72000.0,1,3.0,48.0,13.0,True,True
36553,3,0,0.0,1,7.0,60.0,8.0,True,True
36554,0,0,88000.0,2,9.0,59.0,2.0,False,True
36555,2,0,82000.0,0,10.0,54.0,11.0,False,True
36556,2,0,95000.0,2,7.0,35.0,31.0,True,True
36557,3,0,62000.0,0,3.0,21.0,0.0,True,True
36558,2,0,72000.0,2,5.0,28.0,3.0,False,True
36559,1,0,0.0,0,7.0,20.0,38.0,False,True
36560,1,0,76000.0,0,3.0,25.0,30.0,True,True
36561,4,0,66000.0,1,1.0,50.0,11.0,True,True
36562,4,0,69000.0,0,5.0,20.0,11.0,False,True
36563,1,0,76000.0,0,7.0,39.0,0.0,True,True
36564,1,0,62000.0,1,1.0,39.0,5.0,False,True
36565,3,1,69000.0,0,2.0,27.0,1.0,False,True
36566,0,0,70000.0,2,2.0,29.0,8.0,False,True
36567,1,1,76000.0,0,6.0,52.0,4.0,False,True
36568,0,1,88000.0,2,6.0,46.0,22.0,True,True
36569,4,0,68000.0,2,3.0,44.0,1.0,False,True
36570,1,0,72000.0,0,5.0,48.0,24.0,False,True
36572,0,1,0.0,2,10.0,36.0,21.0,False,True
36573,1,1,65000.0,0,4.0,52.0,5.0,False,True
36575,1,0,75000.0,1,7.0,38.0,12.0,False,True
36576,4,1,83000.0,2,6.0,35.0,3.0,False,True
36577,3,0,90000.0,2,4.0,57.0,38.0,True,True
36578,2,1,91000.0,2,8.0,21.0,9.0,True,True
36579,0,1,72000.0,0,7.0,22.0,1.0,False,True
36581,1,0,66000.0,0,2.0,34.0,18.0,True,True
36582,1,0,78000.0,0,8.0,42.0,5.0,True,True
36583,2,0,61000.0,0,1.0,29.0,3.0,True,True
36584,4,1,84000.0,1,2.0,40.0,25.0,True,True
36585,3,0,0.0,0,3.0,35.0,28.0,False,True
36586,3,1,97000.0,2,10.0,48.0,26.0,False,True
36587,3,0,80000.0,1,3.0,37.0,34.0,True,True
36588,4,1,0.0,1,6.0,51.0,2.0,True,True
36590,4,1,82000.0,2,5.0,32.0,9.0,False,True
36591,0,0,73000.0,0,8.0,58.0,7.0,True,True
36593,1,1,71000.0,0,3.0,36.0,4.0,False,True
36594,3,0,72000.0,2,3.0,46.0,7.0,False,True
36595,0,1,80000.0,2,7.0,25.0,5.0,True,True
36596,2,0,87000.0,2,4.0,24.0,32.0,True,True
36597,2,1,79000.0,0,10.0,55.0,6.0,False,True
36598,4,1,74000.0,1,2.0,59.0,14.0,False,True
36599,3,0,64000.0,1,2.0,36.0,2.0,False,True
36600,4,0,70000.0,0,6.0,40.0,3.0,False,True
36602,0,0,73000.0,0,9.0,43.0,0.0,False,True
36603,2,1,83000.0,1,7.0,33.0,0.0,True,True
36604,4,1,94000.0,2,9.0,25.0,23.0,True,True
36605,3,0,64000.0,0,3.0,30.0,-2.0,False,True
36606,1,0,0.0,0,8.0,25.0,37.0,True,True
36607,3,1,81000.0,2,3.0,42.0,23.0,True,True
36609,1,0,77000.0,2,4.0,48.0,19.0,True,True
36610,2,0,76000.0,0,6.0,21.0,24.0,False,True
36611,2,1,105000.0,2,9.0,59.0,28.0,False,True
36612,4,1,83000.0,1,6.0,41.0,14.0,True,True
36613,1,1,85000.0,0,8.0,43.0,17.0,True,True
